date,vicage,vicsex,vicethnic,susno,susage,sussex,weapon,Status,latitude,longitude,ladnm
8/26/2014,24,M,Black or Black British,1,26,M,Knife,Solved,51.39256,-0.09395,Croydon Central
8/28/2014,22,M,White or White British,1,40,M,Poison,Solved,51.53716,0.07503,East Ham
8/28/2014,14,F,White or White British,1,41,M,None,Solved,51.49546,-0.32421,"Ealing, Southall"
8/30/2014,59,M,Black or Black British,2,21,M,Knife,Solved,51.51703,-0.20589,Kensington
9/1/2014,1,M,,1,33,F,None,Solved,51.58572,-0.09418,Tottenham
9/3/2014,26,F,White or White British,1,48,M,Knife,Solved,51.58645,-0.02368,Walthamstow
9/4/2014,82,F,White or White British,1,25,M,Knife,Solved,51.6343,-0.04444,Edmonton
9/4/2014,51,M,White or White British,1,26,M,Blunt Object,Solved,51.6579,-0.03982,Enfield North
9/7/2014,53,M,White or White British,1,52,M,Vehicle,Solved,51.41074,-0.35303,Twickenham
9/12/2014,21,M,Black or Black British,3,30,M,Gun,Solved,51.47005,-0.14794,Battersea
9/18/2014,42,M,Asian or Asian British,2,30,M,None,Solved,51.54577,-0.44171,Uxbridge and South Ruislip
9/20/2014,21,M,White or White British,1,40,M,Poison,Solved,51.53716,0.07503,East Ham
9/22/2014,1,M,,1,31,F,Other,Solved,51.60814,-0.28836,Harrow East
10/4/2014,31,M,Black or Black British,4,18,M,Knife,Solved,51.55353,-0.3624,Ealing North
10/14/2014,25,M,Black or Black British,4,21,M,Knife,Solved,51.49588,0.12616,Erith and Thamesmead
10/31/2014,22,M,Black or Black British,2,21,M,Knife,Solved,51.59213,-0.23205,Hendon
10/31/2014,23,F,White or White British,1,27,M,Knife,Solved,51.56589,0.07185,Ilford South
10/31/2014,18,M,Black or Black British,2,20,M,Knife,Solved,51.49978,-0.09006,Bermondsey and Old Southwark
11/1/2014,32,F,White or White British,1,38,M,Gun,Solved,51.55587,-0.1147,Islington North
11/21/2014,24,M,White or White British,1,58,M,Blunt Object,Solved,51.48571,-0.0346,"Lewisham, Deptford"
11/24/2014,18,M,White or White British,4,21,M,Gun,Solved,51.4915,-0.05593,Bermondsey and Old Southwark
11/29/2014,77,M,White or White British,1,31,F,Knife,Solved,51.50319,0.0467,East Ham
11/30/2014,23,M,Black or Black British,3,20,M,Knife,Solved,51.62178,-0.07494,Edmonton
12/2/2014,52,M,White or White British,1,62,M,None,Solved,51.61624,-0.06395,Edmonton
12/3/2014,26,F,Asian or Asian British,1,37,M,None,Solved,51.56102,0.09956,Ilford South
12/6/2014,15,M,Black or Black British,2,20,M,Knife,Unsolved,51.52608,-0.07134,Poplar and Limehouse
12/12/2014,70,M,White or White British,1,44,M,Knife,Solved,51.50811,-0.13663,Cities of London and Westminster
12/14/2014,53,M,White or White British,5,13,M,Knife,Solved,51.62452,-0.06053,Edmonton
12/18/2014,45,F,Black or Black British,1,48,M,Knife,Solved,51.56188,-0.36833,Harrow West
12/19/2014,33,M,White or White British,3,22,M,Knife,Unsolved,51.49056,-0.15307,Cities of London and Westminster
12/27/2014,40,F,Black or Black British,1,34,M,Knife,Solved,51.51614,-0.07254,Poplar and Limehouse
12/28/2014,57,M,Asian or Asian British,,,,Knife,Solved,51.55697,0.07691,Ilford South
1/1/2015,71,M,Black or Black British,1,43,F,None,Unsolved,51.53493,-0.24733,Brent Central
1/1/2015,43,M,White or White British,2,34,M,None,Solved,51.52381,-0.0202,Bethnal Green and Bow
1/2/2015,47,M,White or White British,1,37,M,Blunt Object,Solved,51.53094,-0.11456,Islington North
1/2/2015,51,M,Any Other Ethnic Appearance,1,37,M,Blunt Object,Solved,51.53094,-0.11456,Islington North
1/3/2015,43,M,White or White British,1,29,M,None,Solved,51.50232,-0.11008,Vauxhall
1/5/2015,41,M,Asian or Asian British,3,29,M,Knife,Solved,51.50282,-0.38948,"Ealing, Southall"
1/6/2015,17,M,Black or Black British,4,17,M,Knife,Solved,51.54744,-0.04777,Hackney South and Shoreditch
1/6/2015,34,F,White or White British,1,34,M,Knife,Solved,51.60603,-0.27599,Harrow East
1/8/2015,18,M,Any Other Ethnic Appearance,1,16,M,Knife,Solved,51.52324,-0.1697,Westminster North
1/9/2015,18,M,Black or Black British,2,19,M,Knife,Solved,51.60738,-0.10539,Hornsey and Wood Green
1/26/2015,1,M,White or White British,1,26,M,None,Solved,51.60476,-0.0624,Tottenham
1/29/2015,1,F,White or White British,1,31,F,None,Solved,51.49033,-0.19584,Kensington
1/30/2015,17,M,Black or Black British,8,20,M,Knife,Solved,51.63753,-0.0843,"Enfield, Southgate"
1/30/2015,42,F,Black or Black British,1,41,M,Knife,Solved,51.52646,-0.44778,Uxbridge and South Ruislip
2/1/2015,24,M,Black or Black British,,,,Gun,Unsolved,51.49653,0.07924,Greenwich and Woolwich
2/3/2015,38,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.54067,-0.46126,Uxbridge and South Ruislip
2/9/2015,60,F,White or White British,1,65,M,Knife,Solved,51.39623,-0.24539,Wimbledon
2/13/2015,72,M,Any Other Ethnic Appearance,1,30,M,Knife,Solved,51.51831,-0.19952,Westminster North
2/13/2015,59,F,Any Other Ethnic Appearance,1,30,M,None,Solved,51.51831,-0.19952,Westminster North
2/16/2015,22,M,Any Other Ethnic Appearance,3,18,M,Knife,Solved,51.5454,-0.05075,Hackney South and Shoreditch
2/24/2015,56,F,White or White British,1,63,M,Knife,Solved,51.46534,0.04079,Eltham
2/24/2015,56,M,White or White British,,,,None,Unsolved,51.44495,-0.1137,Streatham
2/24/2015,29,M,White or White British,2,43,M,Other,Solved,51.52242,0.04906,East Ham
2/27/2015,15,M,White or White British,3,18,M,Knife,Solved,51.54342,-0.11748,Islington North
2/27/2015,4,F,White or White British,1,36,F,Other,Solved,51.51564,-0.20397,Kensington
2/27/2015,47,M,White or White British,1,36,F,Other,Solved,51.51564,-0.20397,Kensington
3/7/2015,25,F,White or White British,1,22,M,Knife,Solved,51.49785,-0.43708,Hayes and Harlington
3/9/2015,45,M,Any Other Ethnic Appearance,,,,Knife,Solved,51.59865,-0.06948,Tottenham
3/17/2015,34,M,,2,27,M,Knife,Solved,51.61227,-0.10902,"Enfield, Southgate"
3/24/2015,50,M,White or White British,1,54,M,Blunt Object,Solved,51.51185,-0.26538,Ealing Central and Acton
3/28/2015,33,F,White or White British,1,23,M,None,Solved,51.47227,-0.20834,Chelsea and Fulham
3/28/2015,57,M,White or White British,1,26,M,None,Solved,51.53085,0.04171,East Ham
4/7/2015,48,M,Any Other Ethnic Appearance,2,36,M,Gun,Solved,51.56818,-0.27007,Brent North
4/16/2015,34,M,White or White British,1,43,M,Knife,Solved,51.57069,-0.02436,Walthamstow
4/21/2015,20,M,Black or Black British,,,,Gun,Unsolved,51.47769,-0.07566,Camberwell and Peckham
4/29/2015,40,M,White or White British,1,34,M,Knife,Solved,51.56302,-0.01078,Leyton and Wanstead
5/4/2015,28,M,Black or Black British,1,23,M,None,Solved,51.54361,-0.14415,Holborn and St Pancras
5/4/2015,66,M,,1,46,M,Blunt Object,Solved,51.45001,-0.17757,Tooting
5/10/2015,23,F,White or White British,1,38,M,None,Solved,51.52172,-0.18598,Westminster North
5/12/2015,13,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Ilford South
5/12/2015,13,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Ilford South
5/12/2015,37,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Ilford South
6/1/2015,75,M,White or White British,1,30,M,Vehicle,Solved,51.42459,-0.15471,Tooting
6/2/2015,18,M,Black or Black British,1,21,M,Knife,Solved,51.42498,-0.04952,Lewisham West and Penge
6/5/2015,22,M,Black or Black British,,,,Knife,Unsolved,51.60562,-0.06055,Tottenham
6/9/2015,53,M,Any Other Ethnic Appearance,2,40,M,None,Solved,51.57432,0.0021,Leyton and Wanstead
6/10/2015,67,M,White or White British,1,36,F,None,Solved,51.54338,0.12406,Dagenham and Rainham
6/10/2015,17,M,Black or Black British,2,16,M,Knife,Solved,51.54405,-0.09382,Islington South and Finsbury
6/11/2015,65,F,White or White British,1,36,M,Knife,Solved,51.5497,0.01268,West Ham
6/13/2015,20,M,White or White British,4,28,M,None,Solved,51.50202,-0.0751,Bermondsey and Old Southwark
6/15/2015,45,M,,1,45,M,None,Unsolved,51.55171,-0.15883,Holborn and St Pancras
6/17/2015,24,M,Black or Black British,1,23,M,Gun,Solved,51.46928,-0.11029,Dulwich and West Norwood
6/19/2015,82,M,White or White British,1,35,M,Blunt Object,Solved,51.43324,0.13056,Old Bexley and Sidcup
6/20/2015,26,M,Black or Black British,4,26,M,Knife,Solved,51.49198,0.11651,Erith and Thamesmead
6/29/2015,55,M,Black or Black British,1,29,M,Knife,Solved,51.53422,-0.2466,Brent Central
7/2/2015,20,M,Black or Black British,2,23,M,Gun,Solved,51.55223,-0.30258,Brent North
7/3/2015,54,F,White or White British,1,22,M,None,Solved,51.50233,-0.09996,Bermondsey and Old Southwark
7/8/2015,81,F,White or White British,1,45,M,Blunt Object,Solved,51.45782,0.00224,Lewisham East
7/10/2015,42,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.59886,-0.10297,Hornsey and Wood Green
7/19/2015,28,M,Black or Black British,3,18,M,Knife,Solved,51.6718,-0.04883,Enfield North
7/27/2015,38,F,Black or Black British,,,,Blunt Object,Solved,51.541,-0.25639,Brent Central
7/30/2015,25,F,White or White British,1,26,M,Knife,Solved,51.53598,0.04408,East Ham
8/2/2015,35,F,White or White British,1,48,F,Knife,Unsolved,51.47951,-0.18024,Chelsea and Fulham
8/8/2015,39,M,Black or Black British,,,,Gun,Unsolved,51.52448,-0.08029,Hackney South and Shoreditch
8/8/2015,17,M,Black or Black British,1,29,M,Vehicle,Solved,51.46841,-0.10151,Dulwich and West Norwood
8/10/2015,24,M,Black or Black British,6,22,M,Knife,Solved,51.48069,0.07101,Greenwich and Woolwich
8/13/2015,34,F,White or White British,1,40,M,None,Solved,51.49452,-0.39373,Feltham and Heston
8/14/2015,31,F,Black or Black British,1,23,M,None,Solved,51.58655,-0.36799,Harrow West
8/19/2015,40,M,White or White British,1,52,M,Other,Solved,51.52468,-0.05388,Poplar and Limehouse
8/23/2015,79,M,Asian or Asian British,1,31,M,Knife,Solved,51.53189,-0.05474,Poplar and Limehouse
8/31/2015,35,M,White or White British,1,23,M,Knife,Solved,51.61121,-0.12933,"Enfield, Southgate"
9/3/2015,17,M,Black or Black British,2,15,M,Knife,Solved,51.45773,-0.04187,"Lewisham, Deptford"
9/3/2015,36,M,Black or Black British,1,31,M,None,Solved,51.51977,-0.04104,Bethnal Green and Bow
9/4/2015,17,M,Black or Black British,7,21,M,Knife,Solved,51.5312,-0.08291,Hackney South and Shoreditch
9/5/2015,53,F,White or White British,1,50,M,Knife,Solved,51.55356,0.07117,Ilford South
9/5/2015,86,M,White or White British,1,50,M,Knife,Solved,51.55356,0.07117,Ilford South
9/14/2015,25,M,White or White British,1,40,M,Poison,Solved,51.53716,0.07503,East Ham
9/14/2015,16,M,Black or Black British,8,20,M,Knife,Unsolved,51.49035,-0.10175,Bermondsey and Old Southwark
9/14/2015,45,M,Asian or Asian British,1,43,M,Knife,Solved,51.5181,-0.06737,Poplar and Limehouse
9/17/2015,25,F,Black or Black British,3,20,F,None,Solved,51.64353,-0.0617,Enfield North
9/23/2015,29,M,White or White British,,,,None,Unsolved,51.48817,0.08665,Greenwich and Woolwich
9/24/2015,46,M,White or White British,2,41,M,Other,Unsolved,51.54651,-0.10581,Islington South and Finsbury
9/26/2015,25,M,Black or Black British,1,27,M,Gun,Solved,51.55622,-0.04613,Hackney North and Stoke Newington
9/26/2015,17,M,White or White British,,,,Other,Unsolved,51.46023,-0.04195,"Lewisham, Deptford"
9/29/2015,47,M,Black or Black British,1,48,M,Other,Solved,51.66724,-0.04377,Enfield North
10/8/2015,44,F,Asian or Asian British,1,34,M,None,Solved,51.55305,-0.22422,Brent Central
10/11/2015,21,M,White or White British,1,27,M,Knife,Unsolved,51.57586,-0.39686,"Ruislip, Northwood and Pinner"
10/12/2015,55,M,White or White British,1,25,M,Other,Solved,51.64598,-0.19381,Chipping Barnet
10/16/2015,17,M,Black or Black British,2,16,M,Knife,Solved,51.50708,-0.27387,Ealing Central and Acton
10/18/2015,39,M,Black or Black British,1,18,M,Knife,Solved,51.54704,-0.05112,Hackney South and Shoreditch
10/26/2015,49,M,White or White British,1,34,M,Knife,Unsolved,51.5501,0.07492,Ilford South
10/28/2015,53,M,White or White British,1,17,M,None,Solved,51.5419,-0.00337,West Ham
10/29/2015,49,F,Any Other Ethnic Appearance,1,53,M,Knife,Solved,51.55702,-0.21808,Brent Central
11/8/2015,17,M,Black or Black British,7,21,M,Knife,Solved,51.57989,-0.29273,Brent North
11/8/2015,21,M,Black or Black British,3,20,M,Knife,Solved,51.54962,-0.20649,Holborn and St Pancras
11/9/2015,18,M,White or White British,3,32,M,Knife,Solved,51.56724,-0.4417,"Ruislip, Northwood and Pinner"
11/11/2015,50,F,White or White British,1,22,M,Knife,Solved,51.53529,-0.46965,Uxbridge and South Ruislip
11/15/2015,52,M,White or White British,1,46,M,None,Solved,51.55265,-0.10954,Islington South and Finsbury
11/15/2015,26,M,White or White British,1,24,F,Knife,Solved,51.52712,-0.21289,Westminster North
11/17/2015,34,M,White or White British,2,41,M,Knife,Solved,51.46564,0.18547,Bexleyheath and Crayford
11/17/2015,35,M,White or White British,1,23,M,None,Solved,51.59291,-0.06262,Tottenham
11/20/2015,48,F,White or White British,1,55,M,None,Solved,51.51264,-0.21909,Kensington
11/23/2015,17,M,Any Other Ethnic Appearance,1,20,M,Knife,Solved,51.54795,-0.12066,Islington North
11/25/2015,26,M,Asian or Asian British,8,25,M,Other,Solved,51.40673,-0.16428,Mitcham and Morden
11/25/2015,21,M,White or White British,1,24,M,None,Solved,51.51137,-0.01023,Bethnal Green and Bow
11/27/2015,1,M,Black or Black British,,,,Other,Solved,51.57618,-0.34547,Harrow West
12/1/2015,17,M,Black or Black British,2,30,M,Knife,Solved,51.57044,-0.11102,Hornsey and Wood Green
12/2/2015,48,F,Asian or Asian British,1,49,M,Knife,Solved,51.51952,-0.30589,Ealing Central and Acton
12/3/2015,81,M,Asian or Asian British,1,44,M,None,Solved,51.59596,-0.31791,Harrow East
12/7/2015,23,M,Black or Black British,3,24,M,Knife,Solved,51.5135,-0.08091,Cities of London and Westminster
12/8/2015,24,F,White or White British,1,30,M,None,Unsolved,51.45707,-0.18178,Battersea
12/11/2015,28,M,Black or Black British,,,,Gun,Solved,51.59904,-0.10606,Hornsey and Wood Green
12/13/2015,4,M,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Erith and Thamesmead
12/13/2015,8,M,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Erith and Thamesmead
12/13/2015,43,F,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Erith and Thamesmead
12/19/2015,22,F,Black or Black British,1,28,M,Knife,Solved,51.63584,-0.08615,"Enfield, Southgate"
12/25/2015,60,M,Asian or Asian British,1,27,M,Knife,Solved,51.55163,0.01933,West Ham
12/26/2015,64,M,White or White British,1,52,M,Knife,Solved,51.43944,0.04539,Eltham
12/29/2015,39,M,White or White British,1,45,M,None,Solved,51.49041,0.07491,Greenwich and Woolwich
12/29/2015,41,M,White or White British,1,22,M,Knife,Solved,51.55102,-0.12942,Islington North
1/9/2016,16,M,Black or Black British,1,16,M,Knife,Solved,51.60888,0.05038,Ilford North
1/10/2016,60,M,White or White British,1,31,M,Knife,Solved,51.56172,0.22096,Hornchurch and Upminster
1/12/2016,28,M,White or White British,1,39,M,None,Solved,51.55101,0.03051,West Ham
1/13/2016,55,M,White or White British,1,32,M,Knife,Solved,51.59192,-0.16315,Hendon
1/19/2016,30,M,White or White British,3,37,M,Knife,Solved,51.40677,-0.19474,Wimbledon
1/23/2016,21,M,Black or Black British,2,19,M,Knife,Solved,51.39338,-0.07774,Croydon North
1/27/2016,44,M,Asian or Asian British,,,,Knife,Unsolved,51.52079,-0.42701,Hayes and Harlington
1/31/2016,25,F,White or White British,1,31,M,Knife,Solved,51.53227,-0.09961,Islington South and Finsbury
2/1/2016,27,M,Black or Black British,1,18,M,Knife,Solved,51.52764,0.02737,West Ham
2/3/2016,32,M,White or White British,1,37,F,Knife,Solved,51.60562,-0.06055,Tottenham
2/10/2016,41,M,White or White British,1,49,M,Other,Solved,51.38029,-0.24468,Sutton and Cheam
2/19/2016,44,F,White or White British,1,19,M,Vehicle,Solved,51.52553,-0.08823,Islington South and Finsbury
2/21/2016,78,F,White or White British,1,52,F,Ligature,Solved,51.47832,0.09043,Greenwich and Woolwich
2/24/2016,1,M,Any Other Ethnic Appearance,1,42,M,None,Solved,51.5525,-0.1866,Hampstead and Kilburn
3/2/2016,40,M,Any Other Ethnic Appearance,1,43,F,Knife,Solved,51.42538,-0.21899,Wimbledon
3/5/2016,2,F,Asian or Asian British,1,25,M,None,Awaiting Outcome,51.541843,0.148113,Dagenham and Rainham
3/9/2016,27,M,Black or Black British,4,22,M,Gun,Unsolved,51.54674,-0.25006,Brent Central
3/11/2016,42,F,White or White British,1,41,M,Knife,Solved,51.66584,-0.01448,Enfield North
3/14/2016,20,M,Black or Black British,1,17,M,Knife,Solved,51.39867,-0.09574,Croydon North
3/16/2016,25,M,White or White British,1,25,M,Knife,Solved,51.53689,-0.37,Ealing North
3/17/2016,61,M,White or White British,1,46,M,None,Solved,51.581,0.16878,Romford
3/19/2016,29,M,White or White British,1,22,M,Knife,Solved,51.51862,0.02537,West Ham
3/23/2016,29,F,White or White British,1,33,M,Knife,Solved,51.3863,-0.07623,Croydon Central
3/29/2016,21,M,Black or Black British,4,21,M,Knife,Solved,51.61988,-0.18328,Chipping Barnet
4/1/2016,59,M,White or White British,1,49,M,Other,Solved,51.50472,-0.09698,Bermondsey and Old Southwark
4/3/2016,17,M,Black or Black British,3,15,M,Knife,Solved,51.47755,-0.04581,"Lewisham, Deptford"
4/5/2016,46,M,Asian or Asian British,1,22,M,Knife,Solved,51.59019,-0.20175,Finchley and Golders Green
4/9/2016,56,M,White or White British,1,62,M,None,Unsolved,51.49692,-0.12938,Cities of London and Westminster
4/10/2016,28,M,Black or Black British,1,22,M,Knife,Solved,51.45849,-0.33388,Brentford and Isleworth
4/18/2016,20,M,Black or Black British,,,,Knife,Unsolved,51.42307,-0.14469,Tooting
5/5/2016,21,M,Black or Black British,6,23,M,Knife,Unsolved,51.4614,-0.01309,"Lewisham, Deptford"
5/12/2016,68,M,Black or Black British,1,40,M,Knife,Solved,51.36283,-0.0989,Croydon South
5/14/2016,24,M,Black or Black British,1,25,M,Gun,Unsolved,51.57077,-0.01599,Walthamstow
5/18/2016,46,F,Black or Black British,1,56,M,Knife,Solved,51.54772,-0.15643,Holborn and St Pancras
5/29/2016,37,M,Black or Black British,,,,Knife,Unsolved,51.53839,-0.14111,Holborn and St Pancras
6/8/2016,49,M,Any Other Ethnic Appearance,2,46,M,None,Solved,51.54985,-0.06931,Hackney South and Shoreditch
6/12/2016,24,M,Black or Black British,1,21,M,Blunt Object,Solved,51.54832,-0.23776,Brent Central
6/16/2016,48,M,White or White British,1,40,M,None,Solved,51.5299,0.08325,East Ham
6/20/2016,50,F,White or White British,1,50,M,Knife,Solved,51.47779,-0.19765,Chelsea and Fulham
6/21/2016,18,M,Black or Black British,,,,Knife,Unsolved,51.46962,-0.16809,Battersea
6/30/2016,32,F,White or White British,,,,None,Unsolved,51.5487,-0.15265,Holborn and St Pancras
7/3/2016,17,M,Black or Black British,4,15,M,Knife,Solved,51.51703,-0.20589,Kensington
7/5/2016,1,M,Asian or Asian British,2,36,M,None,Solved,51.51187,-0.00906,Bethnal Green and Bow
7/21/2016,20,M,Black or Black British,1,20,M,Knife,Solved,51.53669,0.00626,West Ham
7/29/2016,31,M,Black or Black British,,,,Knife,Unsolved,51.53325,-0.04135,Bethnal Green and Bow
7/31/2016,33,M,Asian or Asian British,3,29,M,Knife,Unsolved,51.51675,-0.38117,"Ealing, Southall"
8/1/2016,48,M,Any Other Ethnic Appearance,1,21,M,Knife,Solved,51.54142,-0.19736,Hampstead and Kilburn
8/3/2016,64,F,White or White British,1,19,M,Knife,Solved,51.52175,-0.12589,Holborn and St Pancras
8/3/2016,35,M,Any Other Ethnic Appearance,,,,Knife,Unsolved,51.46573,-0.17454,Battersea
8/4/2016,19,M,Black or Black British,,,,Knife,Unsolved,51.48225,-0.05204,"Lewisham, Deptford"
8/5/2016,16,M,Black or Black British,1,15,M,Knife,Solved,51.48071,-0.07204,Camberwell and Peckham
8/7/2016,41,M,White or White British,1,38,M,Knife,Solved,51.57261,-0.25747,Brent North
8/12/2016,44,F,White or White British,1,37,M,Knife,Solved,51.43456,0.02325,Lewisham East
8/12/2016,62,M,White or White British,1,21,M,None,Solved,51.50727,-0.16573,Cities of London and Westminster
8/15/2016,18,M,White or White British,1,18,M,Knife,Solved,51.52354,-0.41655,Hayes and Harlington
8/16/2016,19,M,Black or Black British,4,19,M,Knife,Solved,51.34894,-0.05101,Croydon Central
8/20/2016,25,M,Black or Black British,,,,Gun,Unsolved,51.57226,-0.12787,Islington North
8/22/2016,26,M,Black or Black British,5,,,None,Awaiting Outcome,51.668363,-0.165375,"Enfield, Southgate"
8/23/2016,25,M,White or White British,3,29,M,Knife,Solved,51.60738,-0.10539,Hornsey and Wood Green
8/25/2016,25,M,Black or Black British,3,36,M,None,Solved,51.48739,-0.09757,Bermondsey and Old Southwark
8/27/2016,23,M,White or White British,1,32,M,None,Solved,51.5147,-0.10413,Cities of London and Westminster
8/28/2016,30,M,White or White British,1,31,M,None,Solved,51.46713,0.00673,Lewisham East
8/29/2016,49,M,White or White British,2,26,M,None,Solved,51.44651,0.03519,Eltham
8/31/2016,10,M,Black or Black British,1,27,M,Vehicle,Solved,51.41754,-0.04468,Lewisham West and Penge
8/31/2016,34,F,Black or Black British,1,27,M,Vehicle,Solved,51.41754,-0.04468,Lewisham West and Penge
9/5/2016,44,M,,1,23,M,Knife,Solved,51.59975,-0.10827,Hornsey and Wood Green
9/11/2016,26,M,White or White British,2,32,M,Knife,Unsolved,51.52895,-0.06428,Poplar and Limehouse
9/12/2016,25,M,Black or Black British,3,23,M,Knife,Solved,51.49095,0.03003,Greenwich and Woolwich
9/13/2016,27,M,White or White British,2,19,M,Knife,Solved,51.5874,0.13605,Dagenham and Rainham
9/15/2016,21,M,Black or Black British,,,,Gun,Unsolved,51.58963,-0.17438,Finchley and Golders Green
9/15/2016,53,F,Black or Black British,,,,Gun,Unsolved,51.58963,-0.17438,Finchley and Golders Green
9/17/2016,25,M,White or White British,2,27,F,Knife,Solved,51.50978,-0.33357,"Ealing, Southall"
9/20/2016,1,M,Black or Black British,1,39,M,None,Awaiting Outcome,51.489678,0.084683,Greenwich and Woolwich
9/21/2016,31,M,White or White British,1,29,M,Blunt Object,Solved,51.51137,-0.01023,Bethnal Green and Bow
9/28/2016,33,M,Asian or Asian British,5,25,M,Knife,Solved,51.55588,0.15057,Dagenham and Rainham
9/28/2016,1,F,Black or Black British,2,25,F,None,Solved,51.54054,-0.00922,West Ham
10/3/2016,20,M,Asian or Asian British,3,21,M,Gun,Unsolved,51.5271,-0.06399,Poplar and Limehouse
10/7/2016,22,M,Black or Black British,1,36,M,Gun,Unsolved,51.38099,-0.10933,Croydon North
10/8/2016,31,M,White or White British,,,,None,Unsolved,51.59018,-0.01742,Walthamstow
10/15/2016,18,M,Any Other Ethnic Appearance,1,19,M,Knife,Solved,51.5634,-0.26639,Brent North
10/18/2016,21,M,Black or Black British,3,34,M,Knife,Unsolved,51.53099,-0.11068,Islington South and Finsbury
10/22/2016,33,M,Black or Black British,1,25,M,Knife,Solved,51.59651,-0.11502,Hornsey and Wood Green
10/22/2016,30,F,Asian or Asian British,1,24,M,None,Solved,51.47002,-0.4543,Hayes and Harlington
10/25/2016,77,F,Black or Black British,1,55,F,Other,Solved,51.38315,-0.07934,Croydon Central
10/26/2016,28,M,White or White British,4,18,M,Gun,Unsolved,51.50312,-0.24318,Hammersmith
10/27/2016,19,M,Black or Black British,,,,Knife,Unsolved,51.56488,0.11031,Ilford South
10/31/2016,22,M,Black or Black British,4,16,M,Knife,Solved,51.38487,-0.08954,Croydon North
11/2/2016,22,M,Black or Black British,,,,Gun,Unsolved,51.54643,-0.25353,Brent Central
11/10/2016,1,F,,1,32,M,None,Unsolved,51.505821,0.114284,Erith and Thamesmead
11/12/2016,17,M,Black or Black British,3,16,M,Knife,Solved,51.5401,0.15336,Dagenham and Rainham
11/14/2016,24,M,White or White British,,,,Knife,Unsolved,51.43405,0.15177,Old Bexley and Sidcup
11/19/2016,33,M,Black or Black British,,,,Knife,Unsolved,51.47231,-0.08585,Camberwell and Peckham
11/22/2016,5,M,Black or Black British,1,38,M,None,Solved,51.40817,-0.02581,Beckenham
11/23/2016,41,F,Black or Black British,1,41,M,Knife,Solved,51.58544,-0.06418,Tottenham
11/23/2016,19,M,Black or Black British,3,17,M,Knife,Solved,51.56328,-0.35526,Harrow West
11/29/2016,28,M,Black or Black British,2,39,M,Gun,Unsolved,51.39298,-0.11357,Croydon North
12/1/2016,18,M,Any Other Ethnic Appearance,1,19,M,Knife,Unsolved,51.52453,-0.25686,Ealing Central and Acton
12/1/2016,64,M,Asian or Asian British,1,31,M,None,Solved,51.48745,-0.47555,Hayes and Harlington
12/5/2016,24,M,Black or Black British,3,29,M,Gun,Solved,51.48224,-0.19787,Chelsea and Fulham
12/8/2016,21,M,Black or Black British,3,16,M,Gun,Solved,51.54142,-0.19736,Hampstead and Kilburn
12/12/2016,29,F,White or White British,1,34,M,None,Solved,51.51052,0.12886,Erith and Thamesmead
12/14/2016,7,M,White or White British,1,37,F,None,Solved,51.57587,-0.42124,"Ruislip, Northwood and Pinner"
12/15/2016,51,F,Black or Black British,1,62,M,Ligature,Solved,51.56303,-0.1406,Holborn and St Pancras
12/19/2016,58,M,Black or Black British,1,21,M,Blunt Object,Solved,51.55723,0.14234,Dagenham and Rainham
12/23/2016,55,M,White or White British,1,26,M,None,Unsolved,51.35332,-0.13097,Carshalton and Wallington
12/27/2016,32,M,Black or Black British,2,19,M,Knife,Solved,51.50901,-0.12588,Cities of London and Westminster
12/30/2016,24,M,Black or Black British,2,21,M,Knife,Solved,51.48147,-0.06951,Camberwell and Peckham
1/10/2017,74,F,Black or Black British,,,,Arson,Awaiting Outcome,51.39172,-0.07186,Croydon Central
1/20/2017,19,M,Black or Black British,3,20,M,Knife,Solved,51.5608,-0.2786,Brent Central
1/21/2017,21,M,White or White British,1,29,M,Knife,Solved,51.43545,-0.15469,Tooting
1/23/2017,15,M,Black or Black British,1,16,M,Knife,Solved,51.5375,-0.23251,Brent Central
2/14/2017,51,M,White or White British,1,38,M,Knife,Solved,51.43929,-0.11504,Streatham
2/15/2017,23,M,Any Other Ethnic Appearance,2,18,M,Knife,Solved,51.58987,-0.09588,Tottenham
2/17/2017,21,M,Black or Black British,2,21,M,Knife,Solved,51.57767,-0.21413,Finchley and Golders Green
2/24/2017,21,M,Black or Black British,4,17,M,Knife,Solved,51.43125,0.03538,Lewisham East
2/28/2017,80,F,White or White British,1,40,M,None,Awaiting Outcome,51.59065,-0.2484,Hendon
2/28/2017,34,M,Any Other Ethnic Appearance,1,26,M,Knife,Solved,51.59725,-0.33626,Harrow East
3/1/2017,28,M,White or White British,3,22,M,Knife,Awaiting Outcome,51.53952,-0.10244,Islington South and Finsbury
3/13/2017,38,F,Black or Black British,1,23,M,Knife,Solved,51.41424,-0.09035,Croydon North
3/18/2017,1,M,White or White British,1,33,M,Blunt Object,Solved,51.56495,-0.10212,Hackney North and Stoke Newington
