date,vicage,vicsex,vicethnic,susno,susage,sussex,weapon,Status,latitude,longitude,ladnm
2014-10-31,22,M,Black or Black British,2,21,M,Knife,Solved,51.59213,-0.23205,Barnet
2014-10-31,18,M,Black or Black British,2,20,M,Knife,Solved,51.49978,-0.09006,Southwark
2014-10-31,23,F,White or White British,1,27,M,Knife,Solved,51.56589,0.07185,Redbridge
2014-11-01,32,F,White or White British,1,38,M,Gun,Solved,51.55587,-0.1147,Islington
2014-11-21,24,M,White or White British,1,58,M,Blunt Object,Solved,51.48571,-0.0346,Lewisham
2014-11-24,18,M,White or White British,4,21,M,Gun,Solved,51.4915,-0.05593,Southwark
2014-11-29,77,M,White or White British,1,31,F,Knife,Solved,51.50319,0.0467,Newham
2014-11-30,23,M,Black or Black British,3,20,M,Knife,Solved,51.62178,-0.07494,Enfield
2014-12-02,52,M,White or White British,1,62,M,None,Solved,51.61624,-0.06395,Enfield
2014-12-03,26,F,Asian or Asian British,1,37,M,None,Solved,51.56102,0.09956,Redbridge
2014-12-06,15,M,Black or Black British,2,20,M,Knife,Unsolved,51.52608,-0.07134,Tower Hamlets
2014-12-12,70,M,White or White British,1,44,M,Knife,Solved,51.50811,-0.13663,Westminster
2014-12-14,53,M,White or White British,5,13,M,Knife,Solved,51.62452,-0.06053,Enfield
2014-12-18,45,F,Black or Black British,1,48,M,Knife,Solved,51.56188,-0.36833,Harrow
2014-12-19,33,M,White or White British,3,22,M,Knife,Unsolved,51.49056,-0.15307,Westminster
2014-12-27,40,F,Black or Black British,1,34,M,Knife,Solved,51.51614,-0.07254,Tower Hamlets
2014-12-28,57,M,Asian or Asian British,,,,Knife,Solved,51.55697,0.07691,Redbridge
2015-01-01,43,M,White or White British,2,34,M,None,Solved,51.52381,-0.0202,Tower Hamlets
2015-01-01,71,M,Black or Black British,1,43,F,None,Unsolved,51.53493,-0.24733,Brent
2015-01-02,47,M,White or White British,1,37,M,Blunt Object,Solved,51.53094,-0.11456,Islington
2015-01-02,51,M,Any Other Ethnic Appearance,1,37,M,Blunt Object,Solved,51.53094,-0.11456,Islington
2015-01-03,43,M,White or White British,1,29,M,None,Solved,51.50232,-0.11008,Lambeth
2015-01-05,41,M,Asian or Asian British,3,29,M,Knife,Solved,51.50282,-0.38948,Ealing
2015-01-06,17,M,Black or Black British,4,17,M,Knife,Solved,51.54744,-0.04777,Hackney
2015-01-06,34,F,White or White British,1,34,M,Knife,Solved,51.60603,-0.27599,Harrow
2015-01-08,18,M,Any Other Ethnic Appearance,1,16,M,Knife,Solved,51.52324,-0.1697,Westminster
2015-01-09,18,M,Black or Black British,2,19,M,Knife,Solved,51.60738,-0.10539,Haringey
2015-01-26,1,M,White or White British,1,26,M,None,Solved,51.60476,-0.0624,Haringey
2015-01-29,1,F,White or White British,1,31,F,None,Solved,51.49033,-0.19584,Kensington and Chelsea
2015-01-30,42,F,Black or Black British,1,41,M,Knife,Solved,51.52646,-0.44778,Hillingdon
2015-01-30,17,M,Black or Black British,8,20,M,Knife,Solved,51.63753,-0.0843,Enfield
2015-02-01,24,M,Black or Black British,,,,Gun,Unsolved,51.49653,0.07924,Greenwich
2015-02-03,38,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.54067,-0.46126,Hillingdon
2015-02-09,60,F,White or White British,1,65,M,Knife,Solved,51.39623,-0.24539,Merton
2015-02-13,59,F,Any Other Ethnic Appearance,1,30,M,None,Solved,51.51831,-0.19952,Westminster
2015-02-13,72,M,Any Other Ethnic Appearance,1,30,M,Knife,Solved,51.51831,-0.19952,Westminster
2015-02-16,22,M,Any Other Ethnic Appearance,3,18,M,Knife,Solved,51.5454,-0.05075,Hackney
2015-02-24,56,F,White or White British,1,63,M,Knife,Solved,51.46534,0.04079,Greenwich
2015-02-24,29,M,White or White British,2,43,M,Other,Solved,51.52242,0.04906,Newham
2015-02-24,56,M,White or White British,,,,None,Unsolved,51.44495,-0.1137,Lambeth
2015-02-27,15,M,White or White British,3,18,M,Knife,Solved,51.54342,-0.11748,Islington
2015-02-27,4,F,White or White British,1,36,F,Other,Solved,51.51564,-0.20397,Kensington and Chelsea
2015-02-27,47,M,White or White British,1,36,F,Other,Solved,51.51564,-0.20397,Kensington and Chelsea
2015-03-07,25,F,White or White British,1,22,M,Knife,Solved,51.49785,-0.43708,Hillingdon
2015-03-09,45,M,Any Other Ethnic Appearance,,,,Knife,Solved,51.59865,-0.06948,Haringey
2015-03-17,34,M,,2,27,M,Knife,Solved,51.61227,-0.10902,Enfield
2015-03-24,50,M,White or White British,1,54,M,Blunt Object,Solved,51.51185,-0.26538,Ealing
2015-03-28,33,F,White or White British,1,23,M,None,Solved,51.47227,-0.20834,Hammersmith and Fulham
2015-03-28,57,M,White or White British,1,26,M,None,Solved,51.53085,0.04171,Newham
2015-04-07,48,M,Any Other Ethnic Appearance,2,36,M,Gun,Solved,51.56818,-0.27007,Brent
2015-04-16,34,M,White or White British,1,43,M,Knife,Solved,51.57069,-0.02436,Waltham Forest
2015-04-21,20,M,Black or Black British,,,,Gun,Unsolved,51.47769,-0.07566,Southwark
2015-04-29,40,M,White or White British,1,34,M,Knife,Solved,51.56302,-0.01078,Waltham Forest
2015-05-04,28,M,Black or Black British,1,23,M,None,Solved,51.54361,-0.14415,Camden
2015-05-04,66,M,,1,46,M,Blunt Object,Solved,51.45001,-0.17757,Wandsworth
2015-05-10,23,F,White or White British,1,38,M,None,Solved,51.52172,-0.18598,Westminster
2015-05-12,13,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Redbridge
2015-05-12,13,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Redbridge
2015-05-12,37,F,Asian or Asian British,1,44,M,None,Solved,51.57263,0.12035,Redbridge
2015-06-01,75,M,White or White British,1,30,M,Vehicle,Solved,51.42459,-0.15471,Wandsworth
2015-06-02,18,M,Black or Black British,1,21,M,Knife,Solved,51.42498,-0.04952,Lewisham
2015-06-05,22,M,Black or Black British,,,,Knife,Unsolved,51.60562,-0.06055,Haringey
2015-06-09,53,M,Any Other Ethnic Appearance,2,40,M,None,Solved,51.57432,0.0021,Waltham Forest
2015-06-10,17,M,Black or Black British,2,16,M,Knife,Solved,51.54405,-0.09382,Islington
2015-06-10,67,M,White or White British,1,36,F,None,Solved,51.54338,0.12406,Barking and Dagenham
2015-06-11,65,F,White or White British,1,36,M,Knife,Solved,51.5497,0.01268,Newham
2015-06-13,20,M,White or White British,4,28,M,None,Solved,51.50202,-0.0751,Southwark
2015-06-15,45,M,,1,45,M,None,Unsolved,51.55171,-0.15883,Camden
2015-06-17,24,M,Black or Black British,1,23,M,Gun,Solved,51.46928,-0.11029,Lambeth
2015-06-19,82,M,White or White British,1,35,M,Blunt Object,Solved,51.43324,0.13056,Bexley
2015-06-20,26,M,Black or Black British,4,26,M,Knife,Solved,51.49198,0.11651,Greenwich
2015-06-29,55,M,Black or Black British,1,29,M,Knife,Solved,51.53422,-0.2466,Brent
2015-07-02,20,M,Black or Black British,2,23,M,Gun,Solved,51.55223,-0.30258,Brent
2015-07-03,54,F,White or White British,1,22,M,None,Solved,51.50233,-0.09996,Southwark
2015-07-08,81,F,White or White British,1,45,M,Blunt Object,Solved,51.45782,0.00224,Lewisham
2015-07-10,42,M,Any Other Ethnic Appearance,,,,Gun,Unsolved,51.59886,-0.10297,Haringey
2015-07-19,28,M,Black or Black British,3,18,M,Knife,Solved,51.6718,-0.04883,Enfield
2015-07-27,38,F,Black or Black British,,,,Blunt Object,Solved,51.541,-0.25639,Brent
2015-07-30,25,F,White or White British,1,26,M,Knife,Solved,51.53598,0.04408,Newham
2015-08-02,35,F,White or White British,1,48,F,Knife,Unsolved,51.47951,-0.18024,Kensington and Chelsea
2015-08-08,39,M,Black or Black British,,,,Gun,Unsolved,51.52448,-0.08029,Hackney
2015-08-08,17,M,Black or Black British,1,29,M,Vehicle,Solved,51.46841,-0.10151,Lambeth
2015-08-10,24,M,Black or Black British,6,22,M,Knife,Solved,51.48069,0.07101,Greenwich
2015-08-13,34,F,White or White British,1,40,M,None,Solved,51.49452,-0.39373,Hounslow
2015-08-14,31,F,Black or Black British,1,23,M,None,Solved,51.58655,-0.36799,Harrow
2015-08-19,40,M,White or White British,1,52,M,Other,Solved,51.52468,-0.05388,Tower Hamlets
2015-08-23,79,M,Asian or Asian British,1,31,M,Knife,Solved,51.53189,-0.05474,Tower Hamlets
2015-08-31,35,M,White or White British,1,23,M,Knife,Solved,51.61121,-0.12933,Enfield
2015-09-03,36,M,Black or Black British,1,31,M,None,Solved,51.51977,-0.04104,Tower Hamlets
2015-09-03,17,M,Black or Black British,2,15,M,Knife,Solved,51.45773,-0.04187,Lewisham
2015-09-04,17,M,Black or Black British,7,21,M,Knife,Solved,51.5312,-0.08291,Hackney
2015-09-05,53,F,White or White British,1,50,M,Knife,Solved,51.55356,0.07117,Redbridge
2015-09-05,86,M,White or White British,1,50,M,Knife,Solved,51.55356,0.07117,Redbridge
2015-09-14,16,M,Black or Black British,8,20,M,Knife,Unsolved,51.49035,-0.10175,Southwark
2015-09-14,25,M,White or White British,1,40,M,Poison,Solved,51.53716,0.07503,Barking and Dagenham
2015-09-14,45,M,Asian or Asian British,1,43,M,Knife,Solved,51.5181,-0.06737,Tower Hamlets
2015-09-17,25,F,Black or Black British,3,20,F,None,Solved,51.64353,-0.0617,Enfield
2015-09-23,29,M,White or White British,,,,None,Unsolved,51.48817,0.08665,Greenwich
2015-09-24,46,M,White or White British,2,41,M,Other,Unsolved,51.54651,-0.10581,Islington
2015-09-26,25,M,Black or Black British,1,27,M,Gun,Solved,51.55622,-0.04613,Hackney
2015-09-26,17,M,White or White British,,,,Other,Unsolved,51.46023,-0.04195,Lewisham
2015-09-29,47,M,Black or Black British,1,48,M,Other,Solved,51.66724,-0.04377,Enfield
2015-10-08,44,F,Asian or Asian British,1,34,M,None,Solved,51.55305,-0.22422,Brent
2015-10-11,21,M,White or White British,1,27,M,Knife,Unsolved,51.57586,-0.39686,Hillingdon
2015-10-12,55,M,White or White British,1,25,M,Other,Solved,51.64598,-0.19381,Barnet
2015-10-16,17,M,Black or Black British,2,16,M,Knife,Solved,51.50708,-0.27387,Ealing
2015-10-18,39,M,Black or Black British,1,18,M,Knife,Solved,51.54704,-0.05112,Hackney
2015-10-26,49,M,White or White British,1,34,M,Knife,Unsolved,51.5501,0.07492,Redbridge
2015-10-28,53,M,White or White British,1,17,M,None,Solved,51.5419,-0.00337,Newham
2015-10-29,49,F,Any Other Ethnic Appearance,1,53,M,Knife,Solved,51.55702,-0.21808,Brent
2015-11-08,17,M,Black or Black British,7,21,M,Knife,Solved,51.57989,-0.29273,Brent
2015-11-08,21,M,Black or Black British,3,20,M,Knife,Solved,51.54962,-0.20649,Camden
2015-11-09,18,M,White or White British,3,32,M,Knife,Solved,51.56724,-0.4417,Hillingdon
2015-11-11,50,F,White or White British,1,22,M,Knife,Solved,51.53529,-0.46965,Hillingdon
2015-11-15,26,M,White or White British,1,24,F,Knife,Solved,51.52712,-0.21289,Westminster
2015-11-15,52,M,White or White British,1,46,M,None,Solved,51.55265,-0.10954,Islington
2015-11-17,34,M,White or White British,2,41,M,Knife,Solved,51.46564,0.18547,Bexley
2015-11-17,35,M,White or White British,1,23,M,None,Solved,51.59291,-0.06262,Haringey
2015-11-20,48,F,White or White British,1,55,M,None,Solved,51.51264,-0.21909,Kensington and Chelsea
2015-11-23,17,M,Any Other Ethnic Appearance,1,20,M,Knife,Solved,51.54795,-0.12066,Islington
2015-11-25,21,M,White or White British,1,24,M,None,Solved,51.51137,-0.01023,Tower Hamlets
2015-11-25,26,M,Asian or Asian British,8,25,M,Other,Solved,51.40673,-0.16428,Merton
2015-11-27,1,M,Black or Black British,,,,Other,Solved,51.57618,-0.34547,Harrow
2015-12-01,17,M,Black or Black British,2,30,M,Knife,Solved,51.57044,-0.11102,Haringey
2015-12-02,48,F,Asian or Asian British,1,49,M,Knife,Solved,51.51952,-0.30589,Ealing
2015-12-03,81,M,Asian or Asian British,1,44,M,None,Solved,51.59596,-0.31791,Harrow
2015-12-07,23,M,Black or Black British,3,24,M,Knife,Solved,51.5135,-0.08091,City of London
2015-12-08,24,F,White or White British,1,30,M,None,Unsolved,51.45707,-0.18178,Wandsworth
2015-12-11,28,M,Black or Black British,,,,Gun,Solved,51.59904,-0.10606,Haringey
2015-12-13,4,M,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Bexley
2015-12-13,8,M,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Bexley
2015-12-13,43,F,Black or Black British,1,48,M,None,Solved,51.48548,0.16624,Bexley
2015-12-19,22,F,Black or Black British,1,28,M,Knife,Solved,51.63584,-0.08615,Enfield
2015-12-25,60,M,Asian or Asian British,1,27,M,Knife,Solved,51.55163,0.01933,Newham
2015-12-26,64,M,White or White British,1,52,M,Knife,Solved,51.43944,0.04539,Greenwich
2015-12-29,39,M,White or White British,1,45,M,None,Solved,51.49041,0.07491,Greenwich
2015-12-29,41,M,White or White British,1,22,M,Knife,Solved,51.55102,-0.12942,Islington
2016-01-09,16,M,Black or Black British,1,16,M,Knife,Solved,51.60888,0.05038,Redbridge
2016-01-10,60,M,White or White British,1,31,M,Knife,Solved,51.56172,0.22096,Havering
2016-01-12,28,M,White or White British,1,39,M,None,Solved,51.55101,0.03051,Newham
2016-01-13,55,M,White or White British,1,32,M,Knife,Solved,51.59192,-0.16315,Barnet
2016-01-19,30,M,White or White British,3,37,M,Knife,Solved,51.40677,-0.19474,Merton
2016-01-23,21,M,Black or Black British,2,19,M,Knife,Solved,51.39338,-0.07774,Croydon
2016-01-27,44,M,Asian or Asian British,,,,Knife,Unsolved,51.52079,-0.42701,Hillingdon
2016-01-31,25,F,White or White British,1,31,M,Knife,Solved,51.53227,-0.09961,Islington
2016-02-01,27,M,Black or Black British,1,18,M,Knife,Solved,51.52764,0.02737,Newham
2016-02-03,32,M,White or White British,1,37,F,Knife,Solved,51.60562,-0.06055,Haringey
2016-02-10,41,M,White or White British,1,49,M,Other,Solved,51.38029,-0.24468,Sutton
2016-02-19,44,F,White or White British,1,19,M,Vehicle,Solved,51.52553,-0.08823,Islington
2016-02-21,78,F,White or White British,1,52,F,Ligature,Solved,51.47832,0.09043,Greenwich
2016-02-24,1,M,Any Other Ethnic Appearance,1,42,M,None,Solved,51.5525,-0.1866,Camden
2016-03-02,40,M,Any Other Ethnic Appearance,1,43,F,Knife,Solved,51.42538,-0.21899,Merton
2016-03-09,27,M,Black or Black British,4,22,M,Gun,Unsolved,51.54674,-0.25006,Brent
2016-03-11,42,F,White or White British,1,41,M,Knife,Solved,51.66584,-0.01448,Enfield
2016-03-14,20,M,Black or Black British,1,17,M,Knife,Solved,51.39867,-0.09574,Croydon
2016-03-16,25,M,White or White British,1,25,M,Knife,Solved,51.53689,-0.37,Ealing
2016-03-17,61,M,White or White British,1,46,M,None,Solved,51.581,0.16878,Havering
2016-03-19,29,M,White or White British,1,22,M,Knife,Solved,51.51862,0.02537,Newham
2016-03-23,29,F,White or White British,1,33,M,Knife,Solved,51.3863,-0.07623,Croydon
2016-03-29,21,M,Black or Black British,4,21,M,Knife,Solved,51.61988,-0.18328,Barnet
2016-04-01,59,M,White or White British,1,49,M,Other,Solved,51.50472,-0.09698,Southwark
2016-04-03,17,M,Black or Black British,3,15,M,Knife,Solved,51.47755,-0.04581,Lewisham
2016-04-05,46,M,Asian or Asian British,1,22,M,Knife,Solved,51.59019,-0.20175,Barnet
2016-04-09,56,M,White or White British,1,62,M,None,Unsolved,51.49692,-0.12938,Westminster
2016-04-10,28,M,Black or Black British,1,22,M,Knife,Solved,51.45849,-0.33388,Hounslow
2016-04-18,20,M,Black or Black British,,,,Knife,Unsolved,51.42307,-0.14469,Wandsworth
2016-05-05,21,M,Black or Black British,6,23,M,Knife,Unsolved,51.4614,-0.01309,Lewisham
2016-05-12,68,M,Black or Black British,1,40,M,Knife,Solved,51.36283,-0.0989,Croydon
2016-05-14,24,M,Black or Black British,1,25,M,Gun,Unsolved,51.57077,-0.01599,Waltham Forest
2016-05-18,46,F,Black or Black British,1,56,M,Knife,Solved,51.54772,-0.15643,Camden
2016-05-29,37,M,Black or Black British,,,,Knife,Unsolved,51.53839,-0.14111,Camden
2016-06-08,49,M,Any Other Ethnic Appearance,2,46,M,None,Solved,51.54985,-0.06931,Hackney
2016-06-12,24,M,Black or Black British,1,21,M,Blunt Object,Solved,51.54832,-0.23776,Brent
2016-06-16,48,M,White or White British,1,40,M,None,Solved,51.5299,0.08325,Barking and Dagenham
2016-06-20,50,F,White or White British,1,50,M,Knife,Solved,51.47779,-0.19765,Hammersmith and Fulham
2016-06-21,18,M,Black or Black British,,,,Knife,Unsolved,51.46962,-0.16809,Wandsworth
2016-06-30,32,F,White or White British,,,,None,Unsolved,51.5487,-0.15265,Camden
2016-07-03,17,M,Black or Black British,4,15,M,Knife,Solved,51.51703,-0.20589,Kensington and Chelsea
2016-07-05,1,M,Asian or Asian British,2,36,M,None,Solved,51.51187,-0.00906,Tower Hamlets
2016-07-21,20,M,Black or Black British,1,20,M,Knife,Solved,51.53669,0.00626,Newham
2016-07-29,31,M,Black or Black British,,,,Knife,Unsolved,51.53325,-0.04135,Tower Hamlets
2016-07-31,33,M,Asian or Asian British,3,29,M,Knife,Unsolved,51.51675,-0.38117,Ealing
2016-08-01,48,M,Any Other Ethnic Appearance,1,21,M,Knife,Solved,51.54142,-0.19736,Camden
2016-08-03,64,F,White or White British,1,19,M,Knife,Solved,51.52175,-0.12589,Camden
2016-08-03,35,M,Any Other Ethnic Appearance,,,,Knife,Unsolved,51.46573,-0.17454,Wandsworth
2016-08-04,19,M,Black or Black British,,,,Knife,Unsolved,51.48225,-0.05204,Lewisham
2016-08-05,16,M,Black or Black British,1,15,M,Knife,Solved,51.48071,-0.07204,Southwark
2016-08-07,41,M,White or White British,1,38,M,Knife,Solved,51.57261,-0.25747,Brent
2016-08-12,44,F,White or White British,1,37,M,Knife,Solved,51.43456,0.02325,Lewisham
2016-08-12,62,M,White or White British,1,21,M,None,Solved,51.50727,-0.16573,Westminster
2016-08-15,18,M,White or White British,1,18,M,Knife,Solved,51.52354,-0.41655,Hillingdon
2016-08-16,19,M,Black or Black British,4,19,M,Knife,Solved,51.34894,-0.05101,Croydon
2016-08-20,25,M,Black or Black British,,,,Gun,Unsolved,51.57226,-0.12787,Islington
2016-08-23,25,M,White or White British,3,29,M,Knife,Solved,51.60738,-0.10539,Haringey
2016-08-25,25,M,Black or Black British,3,36,M,None,Solved,51.48739,-0.09757,Southwark
2016-08-27,23,M,White or White British,1,32,M,None,Solved,51.5147,-0.10413,City of London
2016-08-28,30,M,White or White British,1,31,M,None,Solved,51.46713,0.00673,Lewisham
2016-08-29,49,M,White or White British,2,26,M,None,Solved,51.44651,0.03519,Greenwich
2016-08-31,10,M,Black or Black British,1,27,M,Vehicle,Solved,51.41754,-0.04468,Bromley
2016-08-31,34,F,Black or Black British,1,27,M,Vehicle,Solved,51.41754,-0.04468,Bromley
2016-09-05,44,M,,1,23,M,Knife,Solved,51.59975,-0.10827,Haringey
2016-09-11,26,M,White or White British,2,32,M,Knife,Unsolved,51.52895,-0.06428,Tower Hamlets
2016-09-12,25,M,Black or Black British,3,23,M,Knife,Solved,51.49095,0.03003,Greenwich
2016-09-13,27,M,White or White British,2,19,M,Knife,Solved,51.5874,0.13605,Barking and Dagenham
2016-09-15,21,M,Black or Black British,,,,Gun,Unsolved,51.58963,-0.17438,Barnet
2016-09-15,53,F,Black or Black British,,,,Gun,Unsolved,51.58963,-0.17438,Barnet
2016-09-17,25,M,White or White British,2,27,F,Knife,Solved,51.50978,-0.33357,Ealing
2016-09-21,31,M,White or White British,1,29,M,Blunt Object,Solved,51.51137,-0.01023,Tower Hamlets
2016-09-28,33,M,Asian or Asian British,5,25,M,Knife,Solved,51.55588,0.15057,Barking and Dagenham
2016-09-28,1,F,Black or Black British,2,25,F,None,Solved,51.54054,-0.00922,Newham
2016-10-03,20,M,Asian or Asian British,3,21,M,Gun,Unsolved,51.5271,-0.06399,Tower Hamlets
2016-10-07,22,M,Black or Black British,1,36,M,Gun,Unsolved,51.38099,-0.10933,Croydon
2016-10-08,31,M,White or White British,,,,None,Unsolved,51.59018,-0.01742,Waltham Forest
2016-10-15,18,M,Any Other Ethnic Appearance,1,19,M,Knife,Solved,51.5634,-0.26639,Brent
2016-10-18,21,M,Black or Black British,3,34,M,Knife,Unsolved,51.53099,-0.11068,Islington
2016-10-22,30,F,Asian or Asian British,1,24,M,None,Solved,51.47002,-0.4543,Hillingdon
2016-10-22,33,M,Black or Black British,1,25,M,Knife,Solved,51.59651,-0.11502,Haringey
2016-10-25,77,F,Black or Black British,1,55,F,Other,Solved,51.38315,-0.07934,Croydon
2016-10-26,28,M,White or White British,4,18,M,Gun,Unsolved,51.50312,-0.24318,Hammersmith and Fulham
2016-10-27,19,M,Black or Black British,,,,Knife,Unsolved,51.56488,0.11031,Redbridge
2016-10-31,22,M,Black or Black British,4,16,M,Knife,Solved,51.38487,-0.08954,Croydon
2016-11-02,22,M,Black or Black British,,,,Gun,Unsolved,51.54643,-0.25353,Brent
2016-11-12,17,M,Black or Black British,3,16,M,Knife,Solved,51.5401,0.15336,Barking and Dagenham
2016-11-14,24,M,White or White British,,,,Knife,Unsolved,51.43405,0.15177,Bexley
2016-11-19,33,M,Black or Black British,,,,Knife,Unsolved,51.47231,-0.08585,Southwark
2016-11-22,5,M,Black or Black British,1,38,M,None,Solved,51.40817,-0.02581,Bromley
2016-11-23,19,M,Black or Black British,3,17,M,Knife,Solved,51.56328,-0.35526,Harrow
2016-11-23,41,F,Black or Black British,1,41,M,Knife,Solved,51.58544,-0.06418,Haringey
2016-11-29,28,M,Black or Black British,2,39,M,Gun,Unsolved,51.39298,-0.11357,Croydon
2016-12-01,64,M,Asian or Asian British,1,31,M,None,Solved,51.48745,-0.47555,Hillingdon
2016-12-01,18,M,Any Other Ethnic Appearance,1,19,M,Knife,Unsolved,51.52453,-0.25686,Ealing
2016-12-05,24,M,Black or Black British,3,29,M,Gun,Solved,51.48224,-0.19787,Hammersmith and Fulham
2016-12-08,21,M,Black or Black British,3,16,M,Gun,Solved,51.54142,-0.19736,Camden
2016-12-12,29,F,White or White British,1,34,M,None,Solved,51.51052,0.12886,Bexley
2016-12-14,7,M,White or White British,1,37,F,None,Solved,51.57587,-0.42124,Hillingdon
2016-12-15,51,F,Black or Black British,1,62,M,Ligature,Solved,51.56303,-0.1406,Camden
2016-12-19,58,M,Black or Black British,1,21,M,Blunt Object,Solved,51.55723,0.14234,Barking and Dagenham
2016-12-23,55,M,White or White British,1,26,M,None,Unsolved,51.35332,-0.13097,Sutton
2016-12-27,32,M,Black or Black British,2,19,M,Knife,Solved,51.50901,-0.12588,Westminster
2016-12-30,24,M,Black or Black British,2,21,M,Knife,Solved,51.48147,-0.06951,Southwark
2017-01-10,74,F,Black or Black British,,,,Arson,Awaiting Outcome,51.39172,-0.07186,Croydon
2017-01-20,19,M,Black or Black British,3,20,M,Knife,Solved,51.5608,-0.2786,Brent
2017-01-21,21,M,White or White British,1,29,M,Knife,Solved,51.43545,-0.15469,Wandsworth
2017-01-23,15,M,Black or Black British,1,16,M,Knife,Solved,51.5375,-0.23251,Brent
2017-02-14,51,M,White or White British,1,38,M,Knife,Solved,51.43929,-0.11504,Lambeth
2017-02-15,23,M,Any Other Ethnic Appearance,2,18,M,Knife,Solved,51.58987,-0.09588,Haringey
2017-02-17,21,M,Black or Black British,2,21,M,Knife,Solved,51.57767,-0.21413,Barnet
2017-02-24,21,M,Black or Black British,4,17,M,Knife,Solved,51.43125,0.03538,Lewisham
2017-02-28,34,M,Any Other Ethnic Appearance,1,26,M,Knife,Solved,51.59725,-0.33626,Harrow
2017-02-28,80,F,White or White British,1,40,M,None,Awaiting Outcome,51.59065,-0.2484,Barnet
2017-03-01,28,M,White or White British,3,22,M,Knife,Awaiting Outcome,51.53952,-0.10244,Islington
2017-03-13,38,F,Black or Black British,1,23,M,Knife,Solved,51.41424,-0.09035,Croydon
2017-03-18,1,M,White or White British,1,33,M,Blunt Object,Solved,51.56495,-0.10212,Hackney
2017-03-19,18,M,Black or Black British,,,,Gun,Unsolved,51.53364,0.08098,Barking and Dagenham
2017-03-21,19,M,Black or Black British,3,21,M,Gun,Solved,51.55428,0.07832,Redbridge
2017-03-22,44,F,White or White British,1,52,M,Knife,Solved,51.50086,-0.12196,Westminster
2017-03-22,48,M,White or White British,1,52,M,Knife,Solved,51.50086,-0.12196,Westminster
2017-03-22,54,M,White or White British,1,52,M,Knife,Solved,51.50086,-0.12196,Westminster
2017-03-22,75,M,White or White British,1,52,M,Knife,Solved,51.50086,-0.12196,Westminster
2017-03-22,31,F,White or White British,1,52,M,Knife,Solved,51.50086,-0.12196,Westminster
2017-03-28,27,M,Black or Black British,2,24,M,Knife,Solved,51.50176,-0.38608,Ealing
2017-03-28,21,M,Black or Black British,3,20,M,Knife,Solved,51.47492,-0.16883,Wandsworth
2017-04-02,21,M,Black or Black British,,,,Knife,Unsolved,51.50987,0.02624,Newham
2017-04-03,68,M,White or White British,1,73,M,None,Unsolved,51.53521,-0.02763,Tower Hamlets
2017-04-03,23,M,Black or Black British,,,,Knife,Unsolved,51.38555,-0.10832,Croydon
2017-04-07,16,M,Black or Black British,2,17,M,Gun,Unsolved,51.50008,0.0628,Newham
2017-04-10,24,M,Black or Black British,1,23,M,Knife,Solved,51.47677,0.10592,Greenwich
2017-04-11,19,M,Black or Black British,,,,Knife,Solved,51.55225,-0.35451,Ealing
2017-04-11,20,M,Black or Black British,3,16,M,Knife,Solved,51.52037,-0.0305,Tower Hamlets
2017-04-19,19,M,Black or Black British,1,19,M,Knife,Solved,51.47372,0.02846,Greenwich
2017-04-20,53,M,White or White British,2,32,M,None,Awaiting Outcome,51.5077,-0.2786,Ealing
2017-04-22,42,M,White or White British,3,17,M,Knife,Solved,51.65167,-0.03858,Enfield
2017-04-23,17,M,Black or Black British,4,18,M,Knife,Solved,51.46687,-0.17173,Wandsworth
2017-04-25,24,M,Any Other Ethnic Appearance,3,21,M,Knife,Unsolved,51.45598,-0.1831,Wandsworth
2017-04-27,60,M,White or White British,2,24,M,Knife,Solved,51.52081,-0.02767,Tower Hamlets
2017-04-28,48,M,White or White British,1,38,M,Knife,Solved,51.52083,-0.15921,Westminster
2017-04-28,26,M,Black or Black British,1,22,M,Knife,Solved,51.46928,-0.07047,Southwark
2017-05-02,23,M,Black or Black British,1,20,M,Knife,Unsolved,51.64129,-0.13686,Enfield
2017-05-05,34,M,Black or Black British,1,33,M,Knife,Solved,51.53906,-0.2509,Brent
2017-05-06,23,M,Black or Black British,2,23,M,Knife,Solved,51.54079,-0.48679,Hillingdon
2017-05-06,20,F,White or White British,1,23,M,Knife,Solved,51.51537,-0.03251,Tower Hamlets
2017-05-07,17,M,Black or Black British,2,17,M,Knife,Solved,51.58349,-0.03183,Waltham Forest
2017-05-13,41,M,Black or Black British,4,26,M,Gun,Solved,51.52529,-0.02115,Tower Hamlets
2017-05-13,18,M,Black or Black British,,,,Knife,Awaiting Outcome,51.65518,-0.04555,Enfield
2017-05-18,20,M,Any Other Ethnic Appearance,3,19,M,Knife,Solved,51.57405,0.17858,Havering
2017-05-23,45,M,Asian or Asian British,,,,Blunt Object,Unsolved,51.53334,-0.40832,Hillingdon
2017-05-25,33,F,White or White British,1,39,M,Knife,Solved,51.42633,-0.09702,Lambeth
2017-05-26,20,F,Black or Black British,2,19,M,Gun,Unsolved,51.53085,-0.19795,Brent
2017-05-29,54,M,Asian or Asian British,1,36,M,None,Solved,51.56377,0.11465,Redbridge
